Word, Democrat, Republican
sexual,0,7,1.0688389662272018
reuters,0,7,1.0688389662272018
ten,0,7,1.0688389662272018
unable,0,7,1.0688389662272018
flash,0,7,1.0688389662272018
immediately,0,7,1.0688389662272018
balance,0,7,1.0688389662272018
living,0,6,1.0600539553246977
whole,0,6,1.0600539553246977
response,0,6,1.0600539553246977
anything,0,6,1.0600539553246977
paying,0,6,1.0600539553246977
started,0,6,1.0600539553246977
rose,0,6,1.0600539553246977
parts,0,6,1.0600539553246977
seeking,0,6,1.0600539553246977
price,0,6,1.0600539553246977
currency,0,6,1.0600539553246977
rust,0,6,1.0600539553246977
concerned,0,6,1.0600539553246977
choose,0,6,1.0600539553246977
rioters,0,6,1.0600539553246977
radical,0,6,1.0600539553246977
attendance,0,6,1.0600539553246977
phone,0,6,1.0600539553246977
island,0,6,1.0600539553246977
wrong,0,6,1.0600539553246977
seats,0,6,1.0600539553246977
placed,0,6,1.0600539553246977
sent,0,6,1.0600539553246977
massive,0,6,1.0600539553246977
rising,0,6,1.0600539553246977
gave,0,6,1.0600539553246977
tear,0,6,1.0600539553246977
talk,0,6,1.0600539553246977
remember,0,6,1.0600539553246977
faithless,0,6,1.0600539553246977
act,0,6,1.0600539553246977
customs,0,6,1.0600539553246977
jersey,0,6,1.0600539553246977
marine,0,6,1.0600539553246977
goldwater,0,6,1.0600539553246977
question,0,6,1.0600539553246977
china,0,6,1.0600539553246977
full,0,6,1.0600539553246977
means,0,6,1.0600539553246977
session,0,6,1.0600539553246977
constitutional,0,6,1.0600539553246977
allegedly,0,6,1.0600539553246977
caucus,0,6,1.0600539553246977
talking,0,6,1.0600539553246977
bangs,0,6,1.0600539553246977
armed,0,6,1.0600539553246977
mayor,0,6,1.0600539553246977
signs,0,6,1.0600539553246977
step,0,6,1.0600539553246977
beat,0,6,1.0600539553246977
militant,0,6,1.0600539553246977
eight,0,6,1.0600539553246977
feel,0,6,1.0600539553246977
johnson,0,6,1.0600539553246977
kurdish,0,6,1.0600539553246977
sources,0,6,1.0600539553246977
seek,0,6,1.0600539553246977
negotiations,0,6,1.0600539553246977
extent,0,6,1.0600539553246977
comes,0,6,1.0600539553246977
higher,0,6,1.0600539553246977
fired,0,6,1.0600539553246977
resistance,0,6,1.0600539553246977
front,0,6,1.0600539553246977
better,0,6,1.0600539553246977
prison,0,6,1.0600539553246977
upon,0,6,1.0600539553246977
form,0,6,1.0600539553246977
fears,0,6,1.0600539553246977
coverage,0,6,1.0600539553246977
reid,0,6,1.0600539553246977
fbi,0,6,1.0600539553246977
playing,0,6,1.0600539553246977
francis,0,6,1.0600539553246977
single,0,6,1.0600539553246977
jim,0,6,1.0600539553246977
poll,0,6,1.0600539553246977
ideological,0,6,1.0600539553246977
although,0,6,1.0600539553246977
compared,0,6,1.0600539553246977
belt,0,6,1.0600539553246977
square,0,6,1.0600539553246977
activist,0,6,1.0600539553246977
view,0,6,1.0600539553246977
holding,0,6,1.0600539553246977
ap,0,6,1.0600539553246977
suspect,0,6,1.0600539553246977
release,0,6,1.0600539553246977
happened,0,6,1.0600539553246977
npv,0,6,1.0600539553246977
cannot,0,6,1.0600539553246977
citizens,0,6,1.0600539553246977
explains,0,6,1.0600539553246977
global,0,6,1.0600539553246977
idea,0,6,1.0600539553246977
ground,0,6,1.0600539553246977
lawmakers,0,6,1.0600539553246977
chris,0,6,1.0600539553246977
dead,0,6,1.0600539553246977
deportation,0,6,1.0600539553246977
patrol,0,6,1.0600539553246977
southern,0,6,1.0600539553246977
erdogan,0,6,1.0600539553246977
strikes,0,6,1.0600539553246977
cost,0,6,1.0600539553246977
poor,0,6,1.0600539553246977
platform,0,6,1.0600539553246977
felt,0,6,1.0600539553246977
stands,0,6,1.0600539553246977
plans,0,6,1.0600539553246977
carry,0,6,1.0600539553246977
pledged,0,6,1.0600539553246977
supporter,0,6,1.0600539553246977
civil,0,6,1.0600539553246977
democracy,0,6,1.0600539553246977
c,0,6,1.0600539553246977
newspaper,0,6,1.0600539553246977
demanding,0,6,1.0600539553246977
crime,0,6,1.0600539553246977
attention,0,6,1.0600539553246977
rejected,0,6,1.0600539553246977
bernie,0,6,1.0600539553246977
spoke,0,6,1.0600539553246977
counter,0,6,1.0600539553246977
deputy,0,6,1.0600539553246977
posted,0,6,1.0600539553246977
smu,0,6,1.0600539553246977
love,0,6,1.0600539553246977
territory,0,6,1.0600539553246977
organization,0,6,1.0600539553246977
rep,0,6,1.0600539553246977
executive,0,6,1.0600539553246977
closer,0,6,1.0600539553246977
chelsea,0,6,1.0600539553246977
action,0,6,1.0600539553246977
positions,0,6,1.0600539553246977
safe,0,6,1.0600539553246977
los,0,6,1.0600539553246977
couple,0,6,1.0600539553246977
hit,0,6,1.0600539553246977
funeral,0,6,1.0600539553246977
saudi,0,6,1.0600539553246977
direction,0,6,1.0600539553246977
afraid,0,6,1.0600539553246977
violation,0,6,1.0600539553246977
victim,0,6,1.0600539553246977
ally,0,6,1.0600539553246977
received,0,6,1.0600539553246977
motion,0,6,1.0600539553246977
manager,0,6,1.0600539553246977
intelligence,0,6,1.0600539553246977
funding,0,6,1.0600539553246977
activity,0,6,1.0600539553246977
term,0,5,1.048739009926771
carrying,0,5,1.048739009926771
later,0,5,1.048739009926771
wife,0,5,1.048739009926771
ask,0,5,1.048739009926771
fall,0,5,1.048739009926771
shooting,0,5,1.048739009926771
japanese,0,5,1.048739009926771
officer,0,5,1.048739009926771
woman,0,5,1.048739009926771
residents,0,5,1.048739009926771
debate,0,5,1.048739009926771
loss,0,5,1.048739009926771
palestinians,0,5,1.048739009926771
tough,0,5,1.048739009926771
george,0,5,1.048739009926771
villaraigosa,0,5,1.048739009926771
demonstration,0,5,1.048739009926771
highest,0,5,1.048739009926771
surely,0,5,1.048739009926771
permanently,0,5,1.048739009926771
amendment,0,5,1.048739009926771
maybe,0,5,1.048739009926771
defence,0,5,1.048739009926771
organize,0,5,1.048739009926771
beyond,0,5,1.048739009926771
anti-trump,0,5,1.048739009926771
expect,0,5,1.048739009926771
authorities,0,5,1.048739009926771
southwest,0,5,1.048739009926771
outgoing,0,5,1.048739009926771
impeachment,0,5,1.048739009926771
bigotry,0,5,1.048739009926771
agree,0,5,1.048739009926771
recall,0,5,1.048739009926771
idf,0,5,1.048739009926771
mean,0,5,1.048739009926771
industry,0,5,1.048739009926771
potential,0,5,1.048739009926771
considered,0,5,1.048739009926771
crying,0,5,1.048739009926771
budget,0,5,1.048739009926771
aircraft,0,5,1.048739009926771
visited,0,5,1.048739009926771
joined,0,5,1.048739009926771
hold,0,5,1.048739009926771
levels,0,5,1.048739009926771
cooperation,0,5,1.048739009926771
angeles,0,5,1.048739009926771
sisi,0,5,1.048739009926771
consider,0,5,1.048739009926771
appeared,0,5,1.048739009926771
increased,0,5,1.048739009926771
analysis,0,5,1.048739009926771
agreement,0,5,1.048739009926771
warning,0,5,1.048739009926771
operations,0,5,1.048739009926771
replace,0,5,1.048739009926771
kind,0,5,1.048739009926771
collins,0,5,1.048739009926771
working-class,0,5,1.048739009926771
pushing,0,5,1.048739009926771
boy,0,5,1.048739009926771
climate,0,5,1.048739009926771
jabhat,0,5,1.048739009926771
december,0,5,1.048739009926771
development,0,5,1.048739009926771
mostly,0,5,1.048739009926771
thrown,0,5,1.048739009926771
defense,0,5,1.048739009926771
knew,0,5,1.048739009926771
declared,0,5,1.048739009926771
join,0,5,1.048739009926771
fraud,0,5,1.048739009926771
charged,0,5,1.048739009926771
extreme,0,5,1.048739009926771
financial,0,5,1.048739009926771
above,0,5,1.048739009926771
interest,0,5,1.048739009926771
return,0,5,1.048739009926771
deals,0,5,1.048739009926771
short,0,5,1.048739009926771
flynn,0,5,1.048739009926771
wasn,0,5,1.048739009926771
game,0,5,1.048739009926771
roughly,0,5,1.048739009926771
claimed,0,5,1.048739009926771
homosexual,0,5,1.048739009926771
odds,0,5,1.048739009926771
lack,0,5,1.048739009926771
wing,0,5,1.048739009926771
promise,0,5,1.048739009926771
almost,0,5,1.048739009926771
fair,0,5,1.048739009926771
stopped,0,5,1.048739009926771
accusing,0,5,1.048739009926771
rupee,0,5,1.048739009926771
leftist,0,5,1.048739009926771
facebook,0,5,1.048739009926771
issued,0,5,1.048739009926771
third,0,5,1.048739009926771
j,0,5,1.048739009926771
access,0,5,1.048739009926771
partnership,0,5,1.048739009926771
illicit,0,5,1.048739009926771
became,0,5,1.048739009926771
true,0,5,1.048739009926771
herself,0,5,1.048739009926771
repeal,0,5,1.048739009926771
thinking,0,5,1.048739009926771
decide,0,5,1.048739009926771
relatively,0,5,1.048739009926771
sectors,0,5,1.048739009926771
crisis,0,5,1.048739009926771
ongoing,0,5,1.048739009926771
turning,0,5,1.048739009926771
shows,0,5,1.048739009926771
sex,0,5,1.048739009926771
quoted,0,5,1.048739009926771
host,0,5,1.048739009926771
significant,0,5,1.048739009926771
mike,0,5,1.048739009926771
latest,0,5,1.048739009926771
broke,0,5,1.048739009926771
suggested,0,5,1.048739009926771
killing,0,5,1.048739009926771
networks,0,5,1.048739009926771
supposed,0,5,1.048739009926771
winning,0,5,1.048739009926771
unity,0,5,1.048739009926771
senator,0,5,1.048739009926771
taxpayer,0,5,1.048739009926771
rebels,0,5,1.048739009926771
el,0,5,1.048739009926771
abedin,0,5,1.048739009926771
multiple,0,5,1.048739009926771
goal,0,5,1.048739009926771
protection,0,5,1.048739009926771
increasing,0,5,1.048739009926771
names,0,5,1.048739009926771
explosive,0,5,1.048739009926771
indeed,0,5,1.048739009926771
reform,0,5,1.048739009926771
bigger,0,5,1.048739009926771
fully,0,5,1.048739009926771
nothing,0,5,1.048739009926771
difficult,0,5,1.048739009926771
taxes,0,5,1.048739009926771
success,0,5,1.048739009926771
intended,0,5,1.048739009926771
expressed,0,5,1.048739009926771
smerconish,0,5,1.048739009926771
liberal,0,5,1.048739009926771
currently,0,5,1.048739009926771
board,0,5,1.048739009926771
situation,0,5,1.048739009926771
apprehended,0,5,1.048739009926771
jfs,0,5,1.048739009926771
farc,0,5,1.048739009926771
gets,0,5,1.048739009926771
thank,0,5,1.048739009926771
rival,0,5,1.048739009926771
patriot,0,5,1.048739009926771
assault,0,5,1.048739009926771
active,0,5,1.048739009926771
region,0,5,1.048739009926771
reporter,0,5,1.048739009926771
progressives,0,5,1.048739009926771
involved,0,5,1.048739009926771
successful,0,5,1.048739009926771
huelskamp,0,5,1.048739009926771
prisoners,0,5,1.048739009926771
deeply,0,5,1.048739009926771
jerusalem,0,5,1.048739009926771
fox,0,5,1.048739009926771
pre-existing,0,5,1.048739009926771
victims,0,5,1.048739009926771
published,0,5,1.048739009926771
legal,0,5,1.048739009926771
bit,0,5,1.048739009926771
average,0,5,1.048739009926771
pointed,0,5,1.048739009926771
secret,0,5,1.048739009926771
legislature,0,5,1.048739009926771
p,0,5,1.048739009926771
titled,0,5,1.048739009926771
ahead,0,5,1.048739009926771
understand,0,5,1.048739009926771
ceo,0,5,1.048739009926771
supported,0,5,1.048739009926771
hand,0,5,1.048739009926771
begin,0,5,1.048739009926771
race,0,5,1.048739009926771
jeff,0,5,1.048739009926771
instance,0,5,1.048739009926771
friends,0,5,1.048739009926771
twitter,0,5,1.048739009926771
tom,0,5,1.048739009926771
son,0,5,1.048739009926771
aren,0,5,1.048739009926771
alien,0,5,1.048739009926771
leaving,0,5,1.048739009926771
share,0,5,1.048739009926771
cairo,0,5,1.048739009926771
bomb,0,5,1.048739009926771
fellow,0,5,1.048739009926771
funds,0,5,1.048739009926771
nafta,0,5,1.048739009926771
worse,0,5,1.048739009926771
addition,0,5,1.048739009926771
wanted,0,5,1.048739009926771
sw,0,5,1.048739009926771
towards,0,5,1.048739009926771
respect,0,5,1.048739009926771
bug,0,5,1.048739009926771
eder,0,4,1.0332027315346655
campuzano,0,4,1.0332027315346655
independent,0,4,1.0332027315346655
evidence,0,4,1.0332027315346655
changed,0,4,1.0332027315346655
jordan,0,4,1.0332027315346655
dogs,0,4,1.0332027315346655
creating,0,4,1.0332027315346655
authority,0,4,1.0332027315346655
holds,0,4,1.0332027315346655
containing,0,4,1.0332027315346655
valley,0,4,1.0332027315346655
driving,0,4,1.0332027315346655
measures,0,4,1.0332027315346655
hands,0,4,1.0332027315346655
homeland,0,4,1.0332027315346655
required,0,4,1.0332027315346655
lieutenant,0,4,1.0332027315346655
fans,0,4,1.0332027315346655
stay,0,4,1.0332027315346655
case,0,4,1.0332027315346655
sometimes,0,4,1.0332027315346655
midterm,0,4,1.0332027315346655
window,0,4,1.0332027315346655
task,0,4,1.0332027315346655
telling,0,4,1.0332027315346655
principles,0,4,1.0332027315346655
socialist,0,4,1.0332027315346655
traditional,0,4,1.0332027315346655
upset,0,4,1.0332027315346655
al-bakr,0,4,1.0332027315346655
ones,0,4,1.0332027315346655
possibly,0,4,1.0332027315346655
town,0,4,1.0332027315346655
finally,0,4,1.0332027315346655
mail-in,0,4,1.0332027315346655
brown,0,4,1.0332027315346655
busy,0,4,1.0332027315346655
concern,0,4,1.0332027315346655
chance,0,4,1.0332027315346655
dozens,0,4,1.0332027315346655
mexican,0,4,1.0332027315346655
citizen,0,4,1.0332027315346655
representatives,0,4,1.0332027315346655
obtained,0,4,1.0332027315346655
kabul,0,4,1.0332027315346655
self-defense,0,4,1.0332027315346655
sums,0,4,1.0332027315346655
allow,0,4,1.0332027315346655
frequently,0,4,1.0332027315346655
overall,0,4,1.0332027315346655
blood,0,4,1.0332027315346655
nato,0,4,1.0332027315346655
swing,0,4,1.0332027315346655
article,0,4,1.0332027315346655
riyal,0,4,1.0332027315346655
flag,0,4,1.0332027315346655
commissioned,0,4,1.0332027315346655
stivers,0,4,1.0332027315346655
somebody,0,4,1.0332027315346655
provided,0,4,1.0332027315346655
driver,0,4,1.0332027315346655
wants,0,4,1.0332027315346655
seat,0,4,1.0332027315346655
hicks,0,4,1.0332027315346655
common,0,4,1.0332027315346655
humphrey,0,4,1.0332027315346655
western,0,4,1.0332027315346655
confirmed,0,4,1.0332027315346655
trillion,0,4,1.0332027315346655
agreements,0,4,1.0332027315346655
happy,0,4,1.0332027315346655
entering,0,4,1.0332027315346655
chaos,0,4,1.0332027315346655
tens,0,4,1.0332027315346655
count,0,4,1.0332027315346655
passed,0,4,1.0332027315346655
moving,0,4,1.0332027315346655
minority,0,4,1.0332027315346655
entry,0,4,1.0332027315346655
aside,0,4,1.0332027315346655
talked,0,4,1.0332027315346655
sought,0,4,1.0332027315346655
numerous,0,4,1.0332027315346655
altercation,0,4,1.0332027315346655
record,0,4,1.0332027315346655
spokeswoman,0,4,1.0332027315346655
concluded,0,4,1.0332027315346655
approach,0,4,1.0332027315346655
fell,0,4,1.0332027315346655
voice,0,4,1.0332027315346655
limit,0,4,1.0332027315346655
formerly,0,4,1.0332027315346655
emboldened,0,4,1.0332027315346655
dark,0,4,1.0332027315346655
suspended,0,4,1.0332027315346655
watchdog,0,4,1.0332027315346655
joint,0,4,1.0332027315346655
email,0,4,1.0332027315346655
website,0,4,1.0332027315346655
establish,0,4,1.0332027315346655
meanwhile,0,4,1.0332027315346655
confiscated,0,4,1.0332027315346655
comments,0,4,1.0332027315346655
worked,0,4,1.0332027315346655
staffers,0,4,1.0332027315346655
legitimacy,0,4,1.0332027315346655
age,0,4,1.0332027315346655
events,0,4,1.0332027315346655
committed,0,4,1.0332027315346655
dictator,0,4,1.0332027315346655
spending,0,4,1.0332027315346655
evening,0,4,1.0332027315346655
hospital,0,4,1.0332027315346655
suspected,0,4,1.0332027315346655
polls,0,4,1.0332027315346655
ticket,0,4,1.0332027315346655
deeper,0,4,1.0332027315346655
toxic,0,4,1.0332027315346655
daca,0,4,1.0332027315346655
rebel,0,4,1.0332027315346655
extradition,0,4,1.0332027315346655
died,0,4,1.0332027315346655
network,0,4,1.0332027315346655
4th,0,4,1.0332027315346655
continues,0,4,1.0332027315346655
competitive,0,4,1.0332027315346655
concerns,0,4,1.0332027315346655
usaid,0,4,1.0332027315346655
guns,0,4,1.0332027315346655
particular,0,4,1.0332027315346655
effective,0,4,1.0332027315346655
celebrate,0,4,1.0332027315346655
fundraising,0,4,1.0332027315346655
disperse,0,4,1.0332027315346655
jihadist,0,4,1.0332027315346655
teacher,0,4,1.0332027315346655
exchange,0,4,1.0332027315346655
whose,0,4,1.0332027315346655
trucks,0,4,1.0332027315346655
absolutely,0,4,1.0332027315346655
attempt,0,4,1.0332027315346655
lame,0,4,1.0332027315346655
bazi,0,4,1.0332027315346655
showed,0,4,1.0332027315346655
husband,0,4,1.0332027315346655
reich,0,4,1.0332027315346655
neighborhood,0,4,1.0332027315346655
product,0,4,1.0332027315346655
deemed,0,4,1.0332027315346655
earned,0,4,1.0332027315346655
conflicts,0,4,1.0332027315346655
hide,0,4,1.0332027315346655
internet,0,4,1.0332027315346655
claiming,0,4,1.0332027315346655
lesson,0,4,1.0332027315346655
dr,0,4,1.0332027315346655
leave,0,4,1.0332027315346655
sort,0,4,1.0332027315346655
nationally,0,4,1.0332027315346655
commitment,0,4,1.0332027315346655
reaching,0,4,1.0332027315346655
wait,0,4,1.0332027315346655
shared,0,4,1.0332027315346655
talks,0,4,1.0332027315346655
relations,0,4,1.0332027315346655
priority,0,4,1.0332027315346655
peso,0,4,1.0332027315346655
bannon,0,4,1.0332027315346655
father,0,4,1.0332027315346655
contrast,0,4,1.0332027315346655
ultimate,0,4,1.0332027315346655
face,0,4,1.0332027315346655
chanted,0,4,1.0332027315346655
company,0,4,1.0332027315346655
so-called,0,4,1.0332027315346655
christie,0,4,1.0332027315346655
cycle,0,4,1.0332027315346655
thiel,0,4,1.0332027315346655
bacha,0,4,1.0332027315346655
giuliani,0,4,1.0332027315346655
ended,0,4,1.0332027315346655
thanks,0,4,1.0332027315346655
market,0,4,1.0332027315346655
donors,0,4,1.0332027315346655
designated,0,4,1.0332027315346655
senior,0,4,1.0332027315346655
watch,0,4,1.0332027315346655
scene,0,4,1.0332027315346655
combat,0,4,1.0332027315346655
looks,0,4,1.0332027315346655
suddenly,0,4,1.0332027315346655
concealed,0,4,1.0332027315346655
seem,0,4,1.0332027315346655
central,0,4,1.0332027315346655
justice,0,4,1.0332027315346655
points,0,4,1.0332027315346655
naming,0,4,1.0332027315346655
property,0,4,1.0332027315346655
maduro,0,4,1.0332027315346655
supplies,0,4,1.0332027315346655
ammunition,0,4,1.0332027315346655
identified,0,4,1.0332027315346655
avenue,0,4,1.0332027315346655
bombing,0,4,1.0332027315346655
ability,0,4,1.0332027315346655
die,0,4,1.0332027315346655
advancing,0,4,1.0332027315346655
earlier,0,4,1.0332027315346655
growth,0,4,1.0332027315346655
ships,0,4,1.0332027315346655
ignored,0,4,1.0332027315346655
poised,0,4,1.0332027315346655
dollars,0,4,1.0332027315346655
controls,0,4,1.0332027315346655
terms,0,4,1.0332027315346655
headline,0,4,1.0332027315346655
produce,0,4,1.0332027315346655
signatures,0,4,1.0332027315346655
learned,0,4,1.0332027315346655
named,0,4,1.0332027315346655
outlet,0,4,1.0332027315346655
lgbtq,0,4,1.0332027315346655
unclear,0,4,1.0332027315346655
needed,0,4,1.0332027315346655
displacement,0,4,1.0332027315346655
per,0,4,1.0332027315346655
year-old,0,4,1.0332027315346655
illegally,0,4,1.0332027315346655
written,0,4,1.0332027315346655
obviously,0,4,1.0332027315346655
cover,0,4,1.0332027315346655
wearing,0,4,1.0332027315346655
deficit,0,4,1.0332027315346655
reach,0,4,1.0332027315346655
stafford,0,4,1.0332027315346655
supply,0,4,1.0332027315346655
ugly,0,4,1.0332027315346655
obtain,0,4,1.0332027315346655
discovered,0,4,1.0332027315346655
conducted,0,4,1.0332027315346655
medvedev,0,4,1.0332027315346655
romney,0,4,1.0332027315346655
services,0,4,1.0332027315346655
duty,0,4,1.0332027315346655
prevent,0,4,1.0332027315346655
basic,0,4,1.0332027315346655
vehicle,0,4,1.0332027315346655
isn,0,4,1.0332027315346655
listening,0,4,1.0332027315346655
presence,0,4,1.0332027315346655
present,0,4,1.0332027315346655
appeal,0,4,1.0332027315346655
showing,0,4,1.0332027315346655
impunity,0,4,1.0332027315346655
bush,0,4,1.0332027315346655
stop,0,4,1.0332027315346655
displaced,0,4,1.0332027315346655
shura,0,4,1.0332027315346655
meeting,0,4,1.0332027315346655
moderate,0,4,1.0332027315346655
minds,0,4,1.0332027315346655
mainstream,0,4,1.0332027315346655
gathered,0,4,1.0332027315346655
listen,0,4,1.0332027315346655
send,0,4,1.0332027315346655
stephen,0,4,1.0332027315346655
experienced,0,4,1.0332027315346655
fill,0,4,1.0332027315346655
completely,0,4,1.0332027315346655
effect,0,4,1.0332027315346655
low,0,4,1.0332027315346655
sector,0,4,1.0332027315346655
hall,0,4,1.0332027315346655
duck,0,4,1.0332027315346655
due,0,4,1.0332027315346655
holder,0,4,1.0332027315346655
gone,0,4,1.0332027315346655
though,0,4,1.0332027315346655
prosperous,0,4,1.0332027315346655
threats,0,4,1.0332027315346655
interested,0,4,1.0332027315346655
outlets,0,4,1.0332027315346655
story,0,4,1.0332027315346655
militants,0,4,1.0332027315346655
standing,0,4,1.0332027315346655
succeed,0,3,1.0094491466997324
save,0,3,1.0094491466997324
southwestern,0,3,1.0094491466997324
legacy,0,3,1.0094491466997324
mentioned,0,3,1.0094491466997324
english,0,3,1.0094491466997324
pro-life,0,3,1.0094491466997324
color,0,3,1.0094491466997324
certain,0,3,1.0094491466997324
observed,0,3,1.0094491466997324
bilateral,0,3,1.0094491466997324
bad,0,3,1.0094491466997324
details,0,3,1.0094491466997324
peaceful,0,3,1.0094491466997324
writing,0,3,1.0094491466997324
biggest,0,3,1.0094491466997324
sick,0,3,1.0094491466997324
discuss,0,3,1.0094491466997324
voices,0,3,1.0094491466997324
hopes,0,3,1.0094491466997324
targeted,0,3,1.0094491466997324
debates,0,3,1.0094491466997324
outskirts,0,3,1.0094491466997324
raided,0,3,1.0094491466997324
leads,0,3,1.0094491466997324
zone,0,3,1.0094491466997324
deaths,0,3,1.0094491466997324
apparent,0,3,1.0094491466997324
operate,0,3,1.0094491466997324
indian,0,3,1.0094491466997324
concrete,0,3,1.0094491466997324
landslide,0,3,1.0094491466997324
welch,0,3,1.0094491466997324
allowing,0,3,1.0094491466997324
god,0,3,1.0094491466997324
donor,0,3,1.0094491466997324
largely,0,3,1.0094491466997324
registered,0,3,1.0094491466997324
enrolled,0,3,1.0094491466997324
organizers,0,3,1.0094491466997324
fixing,0,3,1.0094491466997324
affairs,0,3,1.0094491466997324
trust,0,3,1.0094491466997324
create,0,3,1.0094491466997324
filled,0,3,1.0094491466997324
happening,0,3,1.0094491466997324
organisation,0,3,1.0094491466997324
embrace,0,3,1.0094491466997324
targets,0,3,1.0094491466997324
picking,0,3,1.0094491466997324
smugglers,0,3,1.0094491466997324
wake,0,3,1.0094491466997324
serving,0,3,1.0094491466997324
served,0,3,1.0094491466997324
sexism,0,3,1.0094491466997324
beating,0,3,1.0094491466997324
congressional,0,3,1.0094491466997324
specific,0,3,1.0094491466997324
mrs,0,3,1.0094491466997324
headlines,0,3,1.0094491466997324
actor,0,3,1.0094491466997324
clearly,0,3,1.0094491466997324
bossie,0,3,1.0094491466997324
denounced,0,3,1.0094491466997324
hearing,0,3,1.0094491466997324
flags,0,3,1.0094491466997324
triggered,0,3,1.0094491466997324
dropping,0,3,1.0094491466997324
initial,0,3,1.0094491466997324
unlawful,0,3,1.0094491466997324
highly,0,3,1.0094491466997324
argues,0,3,1.0094491466997324
imposed,0,3,1.0094491466997324
tweeted,0,3,1.0094491466997324
improve,0,3,1.0094491466997324
volleyball,0,3,1.0094491466997324
weekdays,0,3,1.0094491466997324
advance,0,3,1.0094491466997324
target,0,3,1.0094491466997324
revealed,0,3,1.0094491466997324
pendulum-swing,0,3,1.0094491466997324
represent,0,3,1.0094491466997324
empty,0,3,1.0094491466997324
invasion,0,3,1.0094491466997324
cross,0,3,1.0094491466997324
msm,0,3,1.0094491466997324
richards,0,3,1.0094491466997324
tuozzolo,0,3,1.0094491466997324
nature,0,3,1.0094491466997324
yemen,0,3,1.0094491466997324
tyndall,0,3,1.0094491466997324
comparing,0,3,1.0094491466997324
uk,0,3,1.0094491466997324
forcing,0,3,1.0094491466997324
interesting,0,3,1.0094491466997324
server,0,3,1.0094491466997324
rid,0,3,1.0094491466997324
offensive,0,3,1.0094491466997324
candidacy,0,3,1.0094491466997324
killings,0,3,1.0094491466997324
nimrud,0,3,1.0094491466997324
drove,0,3,1.0094491466997324
clarke,0,3,1.0094491466997324
devices,0,3,1.0094491466997324
speaking,0,3,1.0094491466997324
answer,0,3,1.0094491466997324
recep,0,3,1.0094491466997324
persuade,0,3,1.0094491466997324
account,0,3,1.0094491466997324
quotes,0,3,1.0094491466997324
neighbourhoods,0,3,1.0094491466997324
hispanic,0,3,1.0094491466997324
pendulum,0,3,1.0094491466997324
r,0,3,1.0094491466997324
training,0,3,1.0094491466997324
achieve,0,3,1.0094491466997324
kids,0,3,1.0094491466997324
tv,0,3,1.0094491466997324
decisions,0,3,1.0094491466997324
ban,0,3,1.0094491466997324
k,0,3,1.0094491466997324
fattah,0,3,1.0094491466997324
fqhcs,0,3,1.0094491466997324
informed,0,3,1.0094491466997324
lover,0,3,1.0094491466997324
appoint,0,3,1.0094491466997324
theater,0,3,1.0094491466997324
encourage,0,3,1.0094491466997324
ought,0,3,1.0094491466997324
ruled,0,3,1.0094491466997324
appear,0,3,1.0094491466997324
kokjali,0,3,1.0094491466997324
moscow,0,3,1.0094491466997324
politico,0,3,1.0094491466997324
tend,0,3,1.0094491466997324
communication,0,3,1.0094491466997324
represented,0,3,1.0094491466997324
revolt,0,3,1.0094491466997324
bet,0,3,1.0094491466997324
compromise,0,3,1.0094491466997324
gained,0,3,1.0094491466997324
spring,0,3,1.0094491466997324
stronger,0,3,1.0094491466997324
o,0,3,1.0094491466997324
condemning,0,3,1.0094491466997324
cut,0,3,1.0094491466997324
kirkuk,0,3,1.0094491466997324
clooney,0,3,1.0094491466997324
throwing,0,3,1.0094491466997324
data,0,3,1.0094491466997324
increasingly,0,3,1.0094491466997324
road,0,3,1.0094491466997324
collective,0,3,1.0094491466997324
dramatic,0,3,1.0094491466997324
fighter,0,3,1.0094491466997324
doubt,0,3,1.0094491466997324
nine,0,3,1.0094491466997324
probably,0,3,1.0094491466997324
cts,0,3,1.0094491466997324
criminal,0,3,1.0094491466997324
facing,0,3,1.0094491466997324
danon,0,3,1.0094491466997324
nominated,0,3,1.0094491466997324
list,0,3,1.0094491466997324
baby,0,3,1.0094491466997324
scheme,0,3,1.0094491466997324
parents,0,3,1.0094491466997324
driven,0,3,1.0094491466997324
plotting,0,3,1.0094491466997324
richard,0,3,1.0094491466997324
arabia,0,3,1.0094491466997324
stealing,0,3,1.0094491466997324
flying,0,3,1.0094491466997324
dynamic,0,3,1.0094491466997324
wisdom,0,3,1.0094491466997324
brand,0,3,1.0094491466997324
neither,0,3,1.0094491466997324
discussion,0,3,1.0094491466997324
temporary,0,3,1.0094491466997324
divisive,0,3,1.0094491466997324
vast,0,3,1.0094491466997324
merely,0,3,1.0094491466997324
mob,0,3,1.0094491466997324
unrest,0,3,1.0094491466997324
examples,0,3,1.0094491466997324
delivered,0,3,1.0094491466997324
comment,0,3,1.0094491466997324
scale,0,3,1.0094491466997324
clean,0,3,1.0094491466997324
universe,0,3,1.0094491466997324
resources,0,3,1.0094491466997324
marines,0,3,1.0094491466997324
incident,0,3,1.0094491466997324
broken,0,3,1.0094491466997324
significantly,0,3,1.0094491466997324
falling,0,3,1.0094491466997324
existence,0,3,1.0094491466997324
herat,0,3,1.0094491466997324
prepare,0,3,1.0094491466997324
overturn,0,3,1.0094491466997324
ship,0,3,1.0094491466997324
friend,0,3,1.0094491466997324
peru,0,3,1.0094491466997324
understanding,0,3,1.0094491466997324
